ID,EMOTION,SITUATION
101009,disgust,"When my friends and I were camping in a weekend, and with little  food, we met a middle age couple from a small town that invited  us to eat in their house. Their house was small, badly built with  old and dirty forniture and utensils. The problem was with pans,  and dishes, and even the food."
101009,shame,When I went to meet the family of my boyfriend in a party in his  house. His mother was eager to know me and all his friends ready  to make jokes about the situation.
101009,guilt,"When I met another person I began to go out with him, and my  boyfriend (with marriage accorded) met us together he did a great  scandal, he broke the engagement and I began to go out with the  other, and it didn't work because my mind was all mixed up."
101010,joy,When I got a wedding ring of diamond from the boy I loved.
101010,fear,"Afraid of getting alone without friends, without anybody."
101010,anger,When they stole my dark blue tennis.
101010,sadness,"When I became conscious that men don't wnat anything they don't  have a goal. They have: sex, but this isn't important."
101010,disgust,When I went in a clinical hospital and saw in what conditions  people are attended there.
101010,shame,"In the last day of carnaval I met a boy and began to flirt with  him. I was in love with him. When he introduced me to his friends  I died of shame because I was with them before, I met my  boyfriend in carnaval."
101010,guilt,"When I didn't pass the examinations for FUVEST I felt myself  guilty for I should have studied. I had the opportunities, and  I drew them out."
101011,joy,When I met again a great friend and talked a little while with  him. When I see again another I miss.
101011,fear,"I feel afraid of the way a great friend looks at me, and also a  little afraid of the directions that it's going."
101011,sadness,"When I knew almost the same day about two great friends of mine  that had serious existential crisis, and mainly when I notice  that I'm in the same situation that they are, but I didn't  realize it."
101011,shame,I felt shame when I had to talk with a person that I hadn't seen for  many years. Shame that he wouldn't recognize me or that I  wouldn't know what to say.
101011,guilt,"When I wished secretly and lied to a friend of mine because I  didn't want her to stay in my house on the beach (as she always  does), and wouldn't stick on me."
101012,joy,When I entered University.
101012,fear,I have been afraid several times. What marked me was that I  almost didn't enter University.
101012,anger,"I'm crazy about football. When my team lost a goal in the Paulist  championship, and so it lost the classifications."
101012,sadness,"When my grandmother, my second mother died."
101012,disgust,When a girl that I liked didn't accept my curting.
101012,shame,When I had my first sexual relation and it didn't work.
101012,guilt,"When my father had a serious fight with my sister, because of me."
101014,joy,"When I met a girl and asked her for a date and she agreed, (I  thought this girl would never like me), this was an emotion of  joy."
101014,fear,"The same fact about the girl (22 years, married - guilt -  disgust), the fear was the main factor in our relationship."
101014,anger,About the car (sadness) I felt anger the way I acted after  negotiating it.
101014,sadness,To buy a car and didn't like the business and the car.
101014,disgust,"I met a girl (22 years old), married. I liked her. I asked her  for a date and I kissed her. I discovered that she lived nearby  where I passed every day. I got amused thinking that her husband  would be ... or me . I didn't talked to her anymore."
101014,shame,"When my mother looked in my drawer (where I keep my personal  things) and she found some porno photos that I have kept from  more than a week, and split it."
101014,guilt,"About the girl (22 years, married) I felt guilty of the  relationship."
101015,joy,I felt joy when I red my name in the list of the approved in the  entrance college examination.
101015,fear,"I was visiting my parents in law when the house was invaded by  three strange men, and they committed an armed assault."
101015,anger,"Nearby the end of the year my wife and I were having a car ride,  when it appears another vehicle, driven by a drunk driver and  provokes an accident."
101017,joy,"To have a friend who I didn't see for months, and under the  circumstances that I met him made me feel happy, and perhaps  because it has been one of the good things that I learned with  this friend."
101022,joy,It was when a friend took me to a place and gave me as a gift my  astrologycal map with the explanations of a psychologist.
101022,fear,"When I was dreaming that I was being chased, in the upmost of  horror the door of the closed felt down synchronicaly with the  dream scare."
101022,anger,"When my mother slapped me in the face, I felt anger at that  moment."
101022,sadness,When I deeply felt that I could lose the person I love best  because of my foolishness.
101022,disgust,I felt disgust toward meat when I felt sick with the steak after  a week only on meat.
101022,shame,When I had to act alone a character for a public (40 people).
101022,guilt,When I stared to much at a pastry that a woman was eating and at  the same instant the pastry felt on the floor.
101023,joy,"In a day when at work, in school, and relationships came out as I  wanted, and I was recognized in my work."
101023,fear,"When I woke up in the middle of the night because of a dream, it  wasn't a nightmare, it was an uninteligible dream in wich I woke  because of a certain end."
101023,anger,When I was robbed in a bus.
101023,sadness,When I try to get closer at a person and she misinterpreted me.
101023,disgust,When I felt the smell of industries that pollute.
101023,shame,"When somebody I knew greeted me and started to talk with me and I  didn't know, I couldn't remember who he was."
101023,guilt,When I unjustly accused a person of my family of something she  didn't really do.
101024,joy,"I was travelling in the South of Brasil, near the end of the  year. I was well settled with 3 friends. At the evening of 31 M.,  somebody, also with us, took from his purse pints of all colours,  and the 4 of us, and other friends, that were at the same beach,  painted each other and we went to the beach with champagne."
101024,fear,"I was walking from my friend's house, a few blocks from my house, when a  car began to follow me. He waited I passed by it rotateed a little and  stopped on my way. I changed completely my way and the car went  on following me until I turned at a corner and running I hid in a  garden of a house, waiting for the car to pass by. I went back home  terribly afraid."
101024,anger,"One day I lent my tennis I just had washed to my sister because  she asked it. I asked her not to soil it as I had just washed it.  Next day I looked at the tennis, and it was dirty with wax. She  could not have soiled it. It was lack of consideration. I felt  very angry."
101024,sadness,The second time I went to the entrance exam to V.S.P. and  didn't get approved.
101024,disgust,"I was travelling, we were 15 person, one of them I met at the  travel and didn't like her. One night I was asleep while she and  her friends were talking too loud in the kitchen. I got up to ask for  silence and since that day I felt constant disgust for her."
101045,shame,"The day my boyfriend saw and touched my breasts when I was  without my shirt, only with my pants."
101045,guilt,"One day my boyfriend put my hand on his penis and I felt well,  but after I felt a guilty conscience because I hadn't thought  about the consequences that this could have brought if I had gone  farther."
101046,joy,When people remember us and shows interest about what we do.
101046,fear,When I had to talk with an important person about a job.
101046,anger,"When my brother went out with my new shirt that I adored, and  returned it dirty with grease."
101046,sadness,"I felt sadness when I notice that I'm not important for a  determinate person. We do many things for a friend, and we see  soon after, that he doesn't do anything for us, nor thinks of us."
101046,disgust,When I needed another job and tought that a good and known person  (my employer) could help me. He simply said that he couldn't help  me.
101046,shame,When I arrived late at the job and met the most troublesome boss.
101046,guilt,One of my pupils escaped from school to the street.
101047,fear,"I received a phone call from a high school friend whose younger  sister studied with me at the University and gave me a lift every  moning. She was going to get married to a guy whom I knew too and  who had died when he fell from a building, I was afraid to lose  somebody since I had already lost a brother in an accident."
101047,anger,"My grandmother is a highly authoritative person, who lives alone,  is independent, but doesn't know to live without commanding the  others. I hate this!"
101047,sadness,"I am always sad when my boyfriend goes away. He lives and studies  in an other city. We have gone steady for 2 and 1/2 years and  everything is going very well, but sometime this situation makes  me feel bad and very lonely."
101047,disgust,I felt disgust when I kissed a guy that I know. I was on the outs  with my boyfriend and this person appeared but he has nothing to  do with me.
101047,shame,"I felt ashamed of my body in spite of knowing that it is more or  less beautiful and also knowing that my boyfriend considers me  beautiful, but this was only in the beginning."
101047,guilt,I always feel guilty when I see my mother sad or fed up with  life. I really dont know the reason.
101048,joy,When I bought my car.
101048,fear,"I was alone at home, a man forced the front door which was  locked, forced and tried to open a window."
101048,anger,When I had a serious argument with a dear person.
101048,disgust,When I met my boyfriend with another girl.
101048,shame,When I was still a child I was told off in face of other persons  for having touched an object that didn't belong to me.
101048,guilt,When I fought with my sister and said that she had provoked this.  She was very seriously scolded.
101049,joy,The birth of my daughter.
101049,fear,I should have given a test lesson to get a job. I had no courage.  I didn't make the test.
101049,anger,Discussion with my mother about the way to educate my children. I  felt anger against my mother.
101049,sadness,When my grandmother died.
101049,disgust,"I was returning from the Universtity at night when I was accosted  by a boy who molested me, passing his hands on my body."
101049,shame,When a friend of mine visited me and my house was in a mess.
101049,guilt,"My daughter was a baby and was crying to be taken on my lap. I  felt very nervous and moved her away and went out. As soon as the  feeling of nervousness passed I was taken by an enormous feeling  of guilt, for having rejected my daughter."
101051,fear,"I was in the dark room, it's insecure and has holes covered with  wooden sheets in the roof the establishment had already been  assaulted and could be assaulted again."
101051,anger,"And she said absurd things, false things that filled my ears and  inflated my head which seemed to be caught in a carcass where the  heart wanted to explode and where the arm wanted to knock down  the world."
101051,sadness,One day I heard from a friend that the boy I loved had gone out  with her and not with me.
101051,disgust,I saw a magazine with photographs of dead and maimed people whose  limbs were separated from their body like a head on one side and  the leg on the other.
101051,shame,In the classroom we discussed with the teacher. He told me things  that affected directly in a negative way my job and my behavior  in the classroom in front of the other pupils.
101051,guilt,"The greatest guilt I felt and I didn't know if it was really  justified is that when I was a child I had a brother very close  to me. He  became ill, and asked me to see  him in the hospital.  I didn't go, when his situation became worse in the U.I.T. (Unity  of intensive therapy) I went and he died."
101052,joy,One of the greatest joiy was when I succeded in acquiring a  motorcycle through my own efforts.
101052,fear,"I'm afraid of driving on the special seat of a mororcycle, mainly  with certain colleagues who by exces of self-confidence drive  beyond limits or measure in the traffic and the main victim is  always the person who sits behind the driver."
101052,anger,"I felt much anger when my fahter interferred in my relations with  another person whom I liked very much, ending something that I  adored."
101052,sadness,"One of the greatest sadness was when my grandfather died, because  I loved him very much."
101052,disgust,My main disgust is against codfish because I detest even the  smell of it.
101052,shame,Sincerely I'm a very timid guy and so even in very simple  situations sometimes I am ashamed.
101052,guilt,The only guilt I considered reasonable was my reproval at the end  of the semester at the University.
101053,joy,"When I got a stereo walkman from my father when he had finacial  difficulties. I thought that although he promised to give me that  present, he was not obliged to do so."
101053,fear,That someone would discover whom I really love.
101053,anger,When a colleague was rude with me because she didn't understand  the subject about which I was discussing.
101053,sadness,For not having succeded in getting the job as a translator that I  wanted.
101053,disgust,When I saw a man who hadn't the lower .... in a car  exhibition. He was passing a handkerchief from inside to outside  of his mouth.
101053,shame,When I went out with a friend of mine to meet her ex-boyfriend  who didn't know that she was engaged to be married.
101054,joy,"When I passed the whole weekend with my boyfriend, coming back  home on Sunday afternoon he met my parents for the first time."
101054,fear,When there was a fight at home and my father threatened to throw  a chair on my brother.
101054,anger,I felt anger against a person who told bad things about me in my  absence.
101054,sadness,"After a disagreement between my parents, when I was alone with my  father and my sister, the aggression continued, when my father  tried to put me and my sister against my mother revealing facts  that had happened in the past like a talk between my father and  his mother in law where she told him that my mother was not quite  save."
101054,disgust,When in my childhood we were forced to take cod-liver oil.
101054,shame,I feel ashamed when I am praised.
101054,guilt,"When I provoked a fight with my mother, hurting her feelings very  much."
101055,joy,"I was in the living room at home with an ex-boyfriend, it was  nearly a year that we had separated, during the talk he began to  remember our courting and gave me a long kiss."
101055,fear,"I was with a friend in a stationed car when, suddenly a man  appeared on my side and an other with a gun on his side the  hold-up lasted a few minutes but it was terrible. I had never  seen a gun so close."
101055,anger,"I was on a farm with a few friends and during the talk I  discovered that a friend of mine, was being betrayed by her  boyfriend and a 3rd friend of ours."
101055,sadness,I was watching television. It was about midnight when a very dear  friend called saying that his father had died in an accident.
101055,disgust,I was working in a classmate's house with a group. A girl began  to graze her foot against mine under the table.
101055,guilt,This feeling comes frequently when I go out at night and tell my  mother that I shall come back early. But then I get home a 5 or 6 a.m.
101057,joy,Always when I meet the person I love.
101057,fear,When I and the person mentioned above had a suspicion of  pregnancy.
101057,anger,"When I left after the examination to enter the University, and  even though I had studied the whole year I made a bad exam. "
101057,sadness,When I thought for an instant that a very good relationship with  a person had finished.
101057,disgust,When I heard the bad news about the death of a close person.
101057,shame,When I tried to hide a fact from a person for irrelevant reasons  and considered such an attitude childish.
101057,guilt,It happens sometimes in connection with certain persons with whom  I have frequent relationships but nothing special.
101058,joy,When I entered in the University after a year of struggles.
101058,fear,Practicing wind-surf my body was caught under the sail. On trying  to get out my leg was caught in the lashing. I was afraid of  dying by asphixia.
101058,anger,"In the University we were convoked to a stroll like a freshman I  was still innocent about the manipulation. On seeing the goal of  the exaltation to poor character people, I felt anger on feeling  myself mass of maneuver."
101058,sadness,"In a social situation I became interested in a woman. We talked,  we laughed, we enjoyed each other. She desappeared for a few  minutes, and a little after appeared with an other man."
101058,disgust,"I saw a man falling on the walkway. He seemed half dead, and was  immobile. I felt disgust for the people who passed by without  doing anything to help."
101058,shame,"In the traffic I insulted a man who crossed my way. Afterwards I  paired with him, and felt shame because of mine lack of pacience  and ridiculous attitude."
101058,guilt,A great friend of mine travelled with the intention to change his  life. He didn't succeed and returned depressed. I had not power  to support his frustration and his behavioral change.
101059,joy,A friend of mine travelled very far. I miss her but feel joy too  because fer life is taking the right direction as she wants. So I  feel joy for her mainly.
121066,sadness,I feel sadness when I only imagine that I could lose a close  person. Some time ago I lost a man whom aI greatly respected.
121066,disgust,"A similar feeling I felt quite recently while travelling in a  taxi. The driver treated me roughly and dishonestly - he chose  the longest route, he overdrawed almost one lev more and he tried  to be intimate with me."
121066,shame,"Some days ago I fell down at a public place, I came into notice  but thank God I was not mocked at. Though it hurt badly, at the  first moment I felt shame, not ache."
121066,guilt,"I felt guilty because of the pain I caused to a very close  friend. But over the feeling of guilt, my conviction of being  right dominated."
121067,joy,"When my nephew was born. The birth was hard, it was a big baby."
121067,fear,Late one night I was pursued by gipsies who had no good  intentions.
121067,anger,My brother accused me undeservedly before my parents. I was not  guilty. He was misled by his wife.
121067,sadness,When I left my boyfriend. I found another girl at his home but he  did nothing to relieve the situation.
121067,disgust,I found a big black beetle in my coffee cup. It was alive big and  it was moving its limbs.
121067,shame,When I had to prepare and read a paper to my fellow students but  I didn't cope with the task.
121067,guilt,I had thrown with the ashtray a still lighted cigarette in the  plastic wastepaper basket. It had burnt out and my landlords made  me a row that I might had set their flat on fire.
121068,joy,Some time ago I was present at the wedding party of two close  friends of mine.
121068,fear,I was crossing the street together with some colleagues of mine  when I suddenly found myself almost under the wheels of a truck.
121068,anger,Someone stole my ski at Vitosha and of course I was the one to be  blamed. I left them without supervision.
121068,sadness,I got separated form my closest friend. He went to work abroad.
121068,disgust,A drunk man had fallen in the street and he was shouting obscene  words.
121068,shame,I had borrowed some money and I exceeded the time-limit.
121068,guilt,I couldn't fulfill a promise.
121069,joy,"An encounter with a man whom I love, after a very long  separation."
121069,fear,"I woke up in the middle of the night of a nightmare, I was alone,  it was very quiet and very dark."
121069,anger,A shop-assistant behaved rather roughly with me though she hadn't  the slightest grounds for it.
121069,sadness,I saw a friend of mine who had suffered a very heavy contusion  after an accident.
121069,disgust,I caught a glimpse of a black-beetle.
121069,shame,I was made a very sharp remark at a rehearsal.
121069,guilt,"I couldn't fulfill a request of a girlfriend of mine, though I  categorically promised her and I believed there wouldn't be any  hindrance. It was partly for objective reasons but also because  I couldn't organize myself."
121070,joy,"At a success of mine, at a real achievement."
161007,disgust,"I was looking after a dying patient at work one night, a young  woman, my colleague was talking to her relatives and .... to  offer them any support emotionally, physically and then sent them  down to the coffee shop to have a dinner rather than offering the  facilities available for their use cause it involved her having  to do some work. Seeing them again I felt disgusted at her  attitude."
161007,shame,"I put on a lot of weight in a few months and every time I met  someone I knew would avoid them, usually by hiding because my  self image was low and I was ashamed of what I had done to  myself."
161008,joy,For the first time in my life telling someone I loved them.
161008,fear,"When I was ringing up a guy who was my teen idol, and was in  Auckland. I was really scared, I didn't know what to say or do."
161008,anger,"When my mother decided to clean out my room and throw out what  she thought was junk, without my knowing about it, so I returned  home to find half my stuff gone."
161008,sadness,When I couldn't find my dog which was missing.
161008,disgust,I was disgusted with a friend's behaviour when she got absolutely  drunk so that she vomitted all over my house.
161008,shame,"I was taking place in an anti nuclear protest and was shouting  protest loudly to some American sailors of the U.S. Texas  submarine. A guy came up to me and said that's your brother  screaming at, I felt shame and I realized screaming at another  person isn't good protesting. Now I'm a silent protester."
161008,guilt,"I felt guilty after getting really angry with a friend and having  an argument. I was being stubborn and proud, and selfish, because  my friend let me down, through no fault of her own."
161010,joy,"When I met my boyfriend and we discovered that we shared the same  ideals and goals in life, and that we could share all our  feelings and thoughts and felt that the world's not so bad when  you have someone really close to share your life with."
171017,shame,"I had called a boy who had dated me, and told him that I was ill,  while, actually, I didn't want to go out with him, later on, he asked  me if I was feeling better, then I felt ashamed."
171017,guilt,When I hurt my parents in one way or another.
171018,joy,When I passed the driving test after three failures.
171018,fear,When I nearly caused a traffic accident with my car.
171018,anger,"When playing a football match, there was one player who made mean  tackels, kicked at everything and did things having nothing to do  with football."
171018,sadness,A close friend decided to stop with his study and to go back  home.
171018,disgust,We had a birthday party with 5 friends. One of us frequently used  hard drugs. On the party I discovered that the other 3 friends  also used them. While we agreed we would help the big user to  stop using it.
171018,shame,"During a family reunion, they started talking about me wearing an  ear-ring."
171018,guilt,"It was my mother's birthday. My father and I used to buy a  present together. However, now I had bought something together  with my girlfriend and I forgot to ask my father."
171019,joy,For instance when a girl is interested in me and likes me.
171019,fear,"Walking at friday night through Nijmegen, going to a pub or a  disco."
121034,disgust,I felt dusgust with a self-iterested person who ruined the life  of another by means of utterly unfair methods.
121034,shame,I didn't do an important job and it had an adverse effect on  other people.
121034,guilt,I stroke a person undeservedly.
121035,joy,I sensed this feeling when I passed successfully the second tour  of a competition.
121035,fear,I felt fear when my mother was heavily ill.
121035,anger,I felt anger against a colleague of mine during a rehearsal in  acting. He hadn't learnt the text of an opera act in the course of  several months and thus making difficulties for the rest of my  colleagues.
121035,sadness,I felt sadness when I had to get separated from the woman I loved  who had to leave for her motherland.
121036,shame,I feel shame mixed with anger with the behavior of some  incultivated people because my fiancT is a foreigner.
121036,guilt,I felt guilt because on account of my ambitions I nearly turned  my sister out of my parents home.
121037,joy,That was what I felt when I was finally accepted in the Bulgarian  Conservatorie after I had applied a couple of years.
121037,fear,I experienced this feeling when the doctors found a nodule in one  of my mother's breasts. It turned out to be an occlusion  resulting from continious sucking but for a few days I was not in my  reason.
121037,anger,I had an accident with a trafic police car that was packed at a  curve without any visibility and against all traffic regulations  in a strong snowstorm. As a result I still cannot repair my car  because of the missing spare parts.
121037,sadness,"A sudden doubt made me run for a long time in a rainy autumn  night. When I reached the intended place I saw my beloved in  another man's arms. A sudden blow, grief, I cannot qualify it, it  is painful for me to remember about it."
121037,disgust,"I felt disgust with a man I had trusted and respected, to whose  problems I had always shown deep understanding."
121037,shame,I was given the task to learn a page of music text for a small  part. But I had forgotten all about it and I felt quite awkward  when I had to show what I had prepared.
121037,guilt,Some time ago I slapped my son without trying to understand who  the real culprit of a damage was. After that I felt guilty and  bad but it was too late.
121038,joy,My boyfriend made me a proposal.
121038,fear,I was to be given an audition to get a role. I had a competitress  and I wasn't well prepared because I was ill.
121038,anger,"A whole crowd of us went to a folklore festival. The instructor  of the cast where my boyfriend played was traveling with us. We  decided to catch the train that leaved early in the morning  because we had business on the following day. The instructor  tried to get the upper hand and made us catch the train in spite  of everything, all the time he made me angry."
121038,sadness,When I quarrelled with my boyfriend.
121038,disgust,I am disgusted with the fact that bad singers play at the opera  (and not only there) only because they are protegTs or lovers of  an important felow while at the same time some young and able  singers work in a quite different field of life.
121038,shame,I feel shy to show all my worth when I work for the first time  with a conductor or a producer unfamiliar to me.
121038,guilt,I offended my mother.
121039,joy,When I heard what mark I had got at the entrance examination and  I realized my admittance to the University was almost certain.
121039,fear,Once I was alone at home. I suddenly felt unwell and there was no  one to help me and call First Aid.
121044,joy,When I was admitted to a Language school. On the day when I was  informed by a message and my parents congratulated me.
121044,fear,When diving deep into the sea to reach the floor I felt  breathless. I was cautious but I doubted I should be able to come  to the surface and inhale.
121044,anger,When my friend (girl) promised to help me go to the hospital and be  examined by good experts and she deceived me.
121044,sadness,When I had stayed abroad for a long time and I had remembered  about my friends and relatives. I felt sad and I wanted to see  them as soon as possible.
121044,disgust,I felt it when I saw our headmaster blushed ingratiating himself  with high ranking officials.
121044,guilt,When I shouted and quarrelled and for no reason I had been rude to my  mother and when my behaviour had been influenced by other outward  factors.
121045,joy,"When you are satisfied with something, when you achieve something  you have striven to."
121045,fear,"One fears many things, for example one fears going to the  dentist. but as far as I am concerned this feeling is connected  with the examination session."
121045,anger,When you are unjustly assessed at something you are sure to have  been right.
121045,sadness,"For the loss of a close friend or relative, but you feel grief  when you are away from home, too."
122010,anger,They wanted something to happen but I didn't.
122010,sadness,I couldn't be with a girl on whom I was very keen.
122010,disgust,"I and my friends got acquainted with a guy from Sofia who turned  out to be gay, but we found that out only after 2 or 3 days."
122010,shame,My first girlfriend. I had the feeling that she was going out  with me only because of my defect.
122010,guilt,Years ago I ran away from home which disappointed my parents.
122011,joy,Having passed an exam.
122011,fear,Having a car accident.
122011,anger,I shared a secret with a friend and it later turned out that he  had revealed it to another person with whom I didn't get along very well.
122011,sadness,The loss of a very good friend.
122011,disgust,Negative statement concerning me of a friend before strangers.
122011,shame,"Adultery with the girlfriend of a friend of mine, of which he  learned."
122011,guilt,Adultery with a friend's girlfriend.
122012,joy,I'm glad when I have good relations with my colleagues and most  of all when we are at a party.
122012,fear,I experienced it once when we were on a drive. Our car passed by  the one comming from the opposite direction at an incredibly  small distance.
122012,anger,"I get angry with people who attain certain status without  deserving it, only with the support, authority and influence of  other people."
122012,sadness,I feel sad when I see things done against men and nothing could  stop it - at least I think so.
122012,disgust,I have experienced disgust with some people - usually double  dealers.
122012,shame,I am ashamed when I am not prepared in a subject and I have to  answer in the presence of the patients.
122012,guilt,I feel guilty when I should have done something at any rate but I  haven't done it.
122013,joy,I experienced it when I was accepted at the Medical Higher  Institute.
122013,fear,I felt it when I sat for my exam in anatomy.
122013,anger,I experience that feeling when I am unsulted without deserving  it or when someone deceives me.
122013,sadness,When my grandfather died.
122013,disgust,"I feel disgusted with toadies, hypocrites, chameleons."
122013,shame,When I do something unworthy.
122013,guilt,When I offended my parents without wanting it.
122014,joy,After each successfully passed exam I am happy.
122014,fear,A friend of mine gave birth to a child. Very dangerous delivery.  I was afraid for her and for the baby.
122015,disgust,"I stayed for several weeks with a friend of mine before she moved  to live with her husband. One evening he came drunk and made an  awful scene, which I still remember."
122015,shame,"In the past I experienced this feeling almost all the time -  wherever I went, in different sutuations. I was small and I had  to be taken to kindergarten, but me the fool didn't dare to tell  exactly where, finally as a result I was late."
122015,guilt,"My roommate got married and invited me to share a flat with them.  But with a young couple there should not be a third person. I am  to blame for not following the advise of the others, but it is  not late still."
122016,joy,"I experienced this feeling when I was accepted as a student.  Because everything turned out different from my expectations.  Although I passed the exam successfully I was accepted as a  student only when I didn't expect it at all, namely at the  beginning of September."
122016,fear,In the real sense of the word I experienced fear in my first  months in the army. During my first night of duty. The cause for  all this was a bear. I became panic sticken (may be for the first  time) and even forgot that I had a gun.
122016,anger,When I was a soldier I quarrelled with my commander and may be in  revenge for this he detailed me on duty two successive nights.  Naturally he checked me up on the second night and found me  asleep for which he sent me to the cells.
122016,sadness,Sometimes I experience sadness for the Sports High School and for  my unrealized dreams in the sport. Anyway there I spent six years  of my life.
161020,disgust,"Sort of awkward. I'd introduced (a lover) but introduced as a  friend to some members of my family, and my niece Yavanna who's  six was home from school and at Mum's and Dad's and was really  silly and at first it was ok, but it went on and on - yukky pooh!  You eat your snot, etc. and I felt cross she wouldn't stop. But  she had an audience and was in one of those moods. Once I'd  accepted it was something everyone does at time I felt better -  it was partly having my friend there."
161020,shame,"In my 20s - and was going out to dinner to celebrate a friend's  birthday. Her (older - in 30s) cousin, really wanted me to get  drunk cos I'd visited their (cousin & wife) place quite a bit,  but had always been very careful - brought up to believe in  moderation in drink (but not guilt repression etc). I mixed  drinking with smoking (which I rarely did) and got drunk and had  to leave the table to get sick in the loo, and later went home  and was sick again; have never felt so awful in my life. And I  didn't want to face or tell my other flatmates, or family."
161020,guilt,I used to pinch change from my father's mantlepiece (never my  mother - she didn't get enough housekeeping) and then I'd feel  when we went to church as a family I'd felt awkward cos I felt  I'm expected to go to communion and I would but I was afraid and  guilty 'cos I committed a mortal sin.
161021,joy,Spontaneous picnic with sister and friend and children - great.
161021,fear,Can think of no time that I have felt fear.
161021,anger,"Teenage neighbours smashed my letterbox for the fifth time in a  couple of months. It was a deliberate action of kids who had  stayed in my home, had meals there yet took a dislike to my  daughter. "
161021,sadness,Guy I cared for went back to Canada to live.
161021,disgust,Bus driver driving roughly - old man fell off seat into aisle -  driver wouldn't stop - disgusted with her behaviour.
161023,sadness,A boy I look after for the probation service deliberately  offended to provoke a reaction from the police.
161023,shame,A young visitor to the house stole money from an elderly  visitor's purse. It wasn't noticed for some hours.
161023,guilt,I had to leave an important function early because of family  commitments. Someone else had to complete my job.
161024,joy,I was seriously injured in a road accident. The very first steps  I took with only one crutch to support me I felt so good. I enjoy  being alive.
161024,fear,"I was attacked, standing in a doorway, by a pack of 5 dogs,  alsatians and farm dogs with my escape route blocked by a shut  fence."
161024,anger,"In the house where I live there is a new flatmate. His friends  unfortunately are the dirt of society, intelligent, fashonable,  rich and bored. At a party recently they were doing things I  didn't like done in my house. I felt angry at them."
161024,sadness,I was driving near my girlfriend's house and I decided to keep  going because it was late and I would be back in the next few  days anyway. The next day she was killed in a road accident.
161024,disgust,My girlfriend came home after a business dinner at the most  expensive place in town drunk as a skunk. Whats more she drove  home and couldn't remember doing so. I was disgusted by her state  and her actions.
161024,shame,A good friend of mine told me in comfidence that once he had  tried to commit suicide. To meet him you wouldn't think so. I  told another friend of mine about this when she was feeling  depressed about her twin brother's suicide. I broke a bond of  confidentiality.
161024,guilt,"When I was young I stole something from a shop and got caught,  then I was taken to the police station and my parents had to come  and get me."
161025,joy,"When I found out that a set task (i.e. 2 essays and a test), the  thought of which had oppressed me, were not on the date I had  thought."
161025,fear,When confronted and in my opinion hassled by the police.
121045,disgust,"Disgust - no. Maybe it is more precise to say revultion at a worm  or a snake. But I mean it in a social aspect when somebody had  behaved like a scoundrel to you, when by his actions he has made  you change your attitude towards him but I thing this feeling the  way I meant it, is not typical for the people interrelations."
121045,shame,When you betray the trust you have been given. This is connected  with copying at a class-work at school.
121045,guilt,"When I have forgotten to warn somebody for something, or when I  have forgotten to bring something I have been asked for."
121046,joy,"When, for example, I was in my eleventh school year and I learned  I had been classed for the Bulgarian Language and Literature  National Olympiad."
121046,fear,"When, for example, my grandfather fell seriously ill. It was  necessary for him to be operated and I felt great fear of losing  him because he is so dear to me."
121046,anger,"When, for example, I was not approved to continue my studies at  the Moscow University, no matter that I had the highest marks and  in general the best records of all the candidates."
121046,sadness,"When, for example, I left for the first time my parents and I  went to live in Sofia."
121046,disgust,"When, for example, someone is calumnating."
121046,shame,"When, for example, I fail in my undertakings."
121046,guilt,"For example, when I have promised something but I haven't  fulfilled it."
121047,joy,Some time ago a close relative of mine got off cheap with the  worst.
121047,fear,The last time I felt it was when I was coming home late at night.
121047,anger,I haven't often felt this feeling. Once someone stole my garment.
121047,sadness,Recently I happened to remain alone for a long time.
121047,disgust,I don't remember about a situation when I have experienced this  feeling. Maybe it was when I saw a drunkard in the street.
121047,shame,I lied to my best friend and I wouldn't reform what I had done.
121047,guilt,It happens to me quite often. I can't describe a particular case.
121048,joy,"Realizing one's desire, an experienced feeling of satisfaction  from the realization of one's desires and aims."
121048,fear,"Fear of the loss of a close friend, of feeling the ground slipping  from under my feet."
121048,sadness,Feeling unable to preserve one's ideas and ambitions as innocent  as they are when you are young.
121048,disgust,Attitude to a related family.
121048,shame,"Exaggerating certain circumstances, wrong attitude and evaluation  of these circumstances."
121048,guilt,Low evaluation of other people's cares.
121049,joy,I won a sport contest.
121049,fear,If a close relative's life is in danger.
121049,anger,A close person lied to me.
121049,sadness,Getting separated from my girlfriend.
121049,disgust,Encouter with a prostitute.
121049,shame,A theft committed by me.
121049,guilt,Lack of respect for my parents.
121050,joy,When my son was born.
121050,fear,Before an examination.
121050,anger,Unjust punishment of a friend of mine.
121050,sadness,After the loss of a close relative.
121050,disgust,When somebody behaves like a scoundrel. Recently a colleague of  mine used the name of another one for his own benefit.
121050,shame,I travelled on a bus and I forgot to punch the ticket. A ticket  collector came in and I had to pay the fine. I did it with a feeling  of shame.
121050,guilt,I forgot to convey an important announcement.
121052,joy,Meeting a loved man.
121052,fear,"I felt a physical fear, if I can call it this way, today, in the bus where  I was sitting on the first seat. While turning the driver didn't  see the tram which was making a dash towards us (coming from the  side I was), and whose driver intended to cross in yellow  light."
121052,anger,"At an unjust, or to be more precise, at a bureaucratic treatment  of one's personality."
121052,sadness,When one is alone and knows that all the others are celebrating.
121052,disgust,"At the sight of an insect, such as the black-beetle."
121052,shame,When not fulfilling any of my obligations to a person whom I  respect.
