ID,SITUATION,EMOTION,predicted_emotion
101047,I always feel guilty when I see my mother sad or fed up with  life. I really dont know the reason.,guilt,guilt
101048,When I bought my car.,joy,joy
101048,"I was alone at home, a man forced the front door which was  locked, forced and tried to open a window.",fear,fear
101048,When I had a serious argument with a dear person.,anger,sadness
101048,When I met my boyfriend with another girl.,disgust,sadness
101048,When I was still a child I was told off in face of other persons  for having touched an object that didn't belong to me.,shame,sadness
101048,When I fought with my sister and said that she had provoked this.  She was very seriously scolded.,guilt,sadness
101049,The birth of my daughter.,joy,joy
101049,I should have given a test lesson to get a job. I had no courage.  I didn't make the test.,fear,sadness
101049,Discussion with my mother about the way to educate my children. I  felt anger against my mother.,anger,anger
101049,When my grandmother died.,sadness,sadness
101049,"I was returning from the Universtity at night when I was accosted  by a boy who molested me, passing his hands on my body.",disgust,fear
101049,When a friend of mine visited me and my house was in a mess.,shame,sadness
101049,"My daughter was a baby and was crying to be taken on my lap. I  felt very nervous and moved her away and went out. As soon as the  feeling of nervousness passed I was taken by an enormous feeling  of guilt, for having rejected my daughter.",guilt,guilt
101051,"I was in the dark room, it's insecure and has holes covered with  wooden sheets in the roof the establishment had already been  assaulted and could be assaulted again.",fear,fear
101051,"And she said absurd things, false things that filled my ears and  inflated my head which seemed to be caught in a carcass where the  heart wanted to explode and where the arm wanted to knock down  the world.",anger,sadness
101051,One day I heard from a friend that the boy I loved had gone out  with her and not with me.,sadness,sadness
101051,I saw a magazine with photographs of dead and maimed people whose  limbs were separated from their body like a head on one side and  the leg on the other.,disgust,sadness
101051,In the classroom we discussed with the teacher. He told me things  that affected directly in a negative way my job and my behavior  in the classroom in front of the other pupils.,shame,sadness
101051,"The greatest guilt I felt and I didn't know if it was really  justified is that when I was a child I had a brother very close  to me. He  became ill, and asked me to see  him in the hospital.  I didn't go, when his situation became worse in the U.I.T. (Unity  of intensive therapy) I went and he died.",guilt,guilt
101052,One of the greatest joiy was when I succeded in acquiring a  motorcycle through my own efforts.,joy,joy
101052,"I'm afraid of driving on the special seat of a mororcycle, mainly  with certain colleagues who by exces of self-confidence drive  beyond limits or measure in the traffic and the main victim is  always the person who sits behind the driver.",fear,fear
101052,"I felt much anger when my fahter interferred in my relations with  another person whom I liked very much, ending something that I  adored.",anger,anger
101052,"One of the greatest sadness was when my grandfather died, because  I loved him very much.",sadness,sadness
101052,My main disgust is against codfish because I detest even the  smell of it.,disgust,disgust
101052,Sincerely I'm a very timid guy and so even in very simple  situations sometimes I am ashamed.,shame,shame
101052,The only guilt I considered reasonable was my reproval at the end  of the semester at the University.,guilt,guilt
101053,"When I got a stereo walkman from my father when he had finacial  difficulties. I thought that although he promised to give me that  present, he was not obliged to do so.",joy,joy
101053,That someone would discover whom I really love.,fear,joy
101053,When a colleague was rude with me because she didn't understand  the subject about which I was discussing.,anger,sadness
101053,For not having succeded in getting the job as a translator that I  wanted.,sadness,sadness
101053,When I saw a man who hadn't the lower .... in a car  exhibition. He was passing a handkerchief from inside to outside  of his mouth.,disgust,disgust
101053,When I went out with a friend of mine to meet her ex-boyfriend  who didn't know that she was engaged to be married.,shame,sadness
101054,"When I passed the whole weekend with my boyfriend, coming back  home on Sunday afternoon he met my parents for the first time.",joy,joy
101054,When there was a fight at home and my father threatened to throw  a chair on my brother.,fear,anger
101054,I felt anger against a person who told bad things about me in my  absence.,anger,anger
101054,"After a disagreement between my parents, when I was alone with my  father and my sister, the aggression continued, when my father  tried to put me and my sister against my mother revealing facts  that had happened in the past like a talk between my father and  his mother in law where she told him that my mother was not quite  save.",sadness,sadness
101054,When in my childhood we were forced to take cod-liver oil.,disgust,disgust
101054,I feel ashamed when I am praised.,shame,shame
101054,"When I provoked a fight with my mother, hurting her feelings very  much.",guilt,sadness
101055,"I was in the living room at home with an ex-boyfriend, it was  nearly a year that we had separated, during the talk he began to  remember our courting and gave me a long kiss.",joy,joy
101055,"I was with a friend in a stationed car when, suddenly a man  appeared on my side and an other with a gun on his side the  hold-up lasted a few minutes but it was terrible. I had never  seen a gun so close.",fear,fear
101055,"I was on a farm with a few friends and during the talk I  discovered that a friend of mine, was being betrayed by her  boyfriend and a 3rd friend of ours.",anger,sadness
101055,I was watching television. It was about midnight when a very dear  friend called saying that his father had died in an accident.,sadness,sadness
101055,I was working in a classmate's house with a group. A girl began  to graze her foot against mine under the table.,disgust,joy
101055,This feeling comes frequently when I go out at night and tell my  mother that I shall come back early. But then I get home a 5 or 6 a.m.,guilt,sadness
101057,Always when I meet the person I love.,joy,joy
101057,When I and the person mentioned above had a suspicion of  pregnancy.,fear,sadness
101057,"When I left after the examination to enter the University, and  even though I had studied the whole year I made a bad exam. ",anger,sadness
101057,When I thought for an instant that a very good relationship with  a person had finished.,sadness,sadness
101057,When I heard the bad news about the death of a close person.,disgust,sadness
101057,When I tried to hide a fact from a person for irrelevant reasons  and considered such an attitude childish.,shame,guilt
101057,It happens sometimes in connection with certain persons with whom  I have frequent relationships but nothing special.,guilt,sadness
101058,When I entered in the University after a year of struggles.,joy,sadness
101058,Practicing wind-surf my body was caught under the sail. On trying  to get out my leg was caught in the lashing. I was afraid of  dying by asphixia.,fear,fear
101058,"In the University we were convoked to a stroll like a freshman I  was still innocent about the manipulation. On seeing the goal of  the exaltation to poor character people, I felt anger on feeling  myself mass of maneuver.",anger,anger
101058,"In a social situation I became interested in a woman. We talked,  we laughed, we enjoyed each other. She desappeared for a few  minutes, and a little after appeared with an other man.",sadness,sadness
101058,"I saw a man falling on the walkway. He seemed half dead, and was  immobile. I felt disgust for the people who passed by without  doing anything to help.",disgust,disgust
101058,"In the traffic I insulted a man who crossed my way. Afterwards I  paired with him, and felt shame because of mine lack of pacience  and ridiculous attitude.",shame,shame
101058,A great friend of mine travelled with the intention to change his  life. He didn't succeed and returned depressed. I had not power  to support his frustration and his behavioral change.,guilt,sadness
101059,A friend of mine travelled very far. I miss her but feel joy too  because fer life is taking the right direction as she wants. So I  feel joy for her mainly.,joy,joy
121066,I feel sadness when I only imagine that I could lose a close  person. Some time ago I lost a man whom aI greatly respected.,sadness,sadness
121066,"A similar feeling I felt quite recently while travelling in a  taxi. The driver treated me roughly and dishonestly - he chose  the longest route, he overdrawed almost one lev more and he tried  to be intimate with me.",disgust,anger
121066,"Some days ago I fell down at a public place, I came into notice  but thank God I was not mocked at. Though it hurt badly, at the  first moment I felt shame, not ache.",shame,shame
121066,"I felt guilty because of the pain I caused to a very close  friend. But over the feeling of guilt, my conviction of being  right dominated.",guilt,guilt
121067,"When my nephew was born. The birth was hard, it was a big baby.",joy,sadness
121067,Late one night I was pursued by gipsies who had no good  intentions.,fear,fear
121067,My brother accused me undeservedly before my parents. I was not  guilty. He was misled by his wife.,anger,sadness
121067,When I left my boyfriend. I found another girl at his home but he  did nothing to relieve the situation.,sadness,sadness
121067,I found a big black beetle in my coffee cup. It was alive big and  it was moving its limbs.,disgust,fear
121067,When I had to prepare and read a paper to my fellow students but  I didn't cope with the task.,shame,sadness
121067,I had thrown with the ashtray a still lighted cigarette in the  plastic wastepaper basket. It had burnt out and my landlords made  me a row that I might had set their flat on fire.,guilt,fear
121068,Some time ago I was present at the wedding party of two close  friends of mine.,joy,joy
121068,I was crossing the street together with some colleagues of mine  when I suddenly found myself almost under the wheels of a truck.,fear,fear
121068,Someone stole my ski at Vitosha and of course I was the one to be  blamed. I left them without supervision.,anger,sadness
121068,I got separated form my closest friend. He went to work abroad.,sadness,sadness
121068,A drunk man had fallen in the street and he was shouting obscene  words.,disgust,anger
121068,I had borrowed some money and I exceeded the time-limit.,shame,fear
121068,I couldn't fulfill a promise.,guilt,sadness
121069,"An encounter with a man whom I love, after a very long  separation.",joy,joy
121069,"I woke up in the middle of the night of a nightmare, I was alone,  it was very quiet and very dark.",fear,fear
121069,A shop-assistant behaved rather roughly with me though she hadn't  the slightest grounds for it.,anger,anger
121069,I saw a friend of mine who had suffered a very heavy contusion  after an accident.,sadness,sadness
121069,I caught a glimpse of a black-beetle.,disgust,fear
121069,I was made a very sharp remark at a rehearsal.,shame,anger
121069,"I couldn't fulfill a request of a girlfriend of mine, though I  categorically promised her and I believed there wouldn't be any  hindrance. It was partly for objective reasons but also because  I couldn't organize myself.",guilt,sadness
121070,"At a success of mine, at a real achievement.",joy,joy
161007,"I was looking after a dying patient at work one night, a young  woman, my colleague was talking to her relatives and .... to  offer them any support emotionally, physically and then sent them  down to the coffee shop to have a dinner rather than offering the  facilities available for their use cause it involved her having  to do some work. Seeing them again I felt disgusted at her  attitude.",disgust,disgust
161007,"I put on a lot of weight in a few months and every time I met  someone I knew would avoid them, usually by hiding because my  self image was low and I was ashamed of what I had done to  myself.",shame,shame
161008,For the first time in my life telling someone I loved them.,joy,joy
161008,"When I was ringing up a guy who was my teen idol, and was in  Auckland. I was really scared, I didn't know what to say or do.",fear,fear
161008,"When my mother decided to clean out my room and throw out what  she thought was junk, without my knowing about it, so I returned  home to find half my stuff gone.",anger,sadness
161008,When I couldn't find my dog which was missing.,sadness,sadness
161008,I was disgusted with a friend's behaviour when she got absolutely  drunk so that she vomitted all over my house.,disgust,disgust
161008,"I was taking place in an anti nuclear protest and was shouting  protest loudly to some American sailors of the U.S. Texas  submarine. A guy came up to me and said that's your brother  screaming at, I felt shame and I realized screaming at another  person isn't good protesting. Now I'm a silent protester.",shame,shame
161008,"I felt guilty after getting really angry with a friend and having  an argument. I was being stubborn and proud, and selfish, because  my friend let me down, through no fault of her own.",guilt,guilt
161010,"When I met my boyfriend and we discovered that we shared the same  ideals and goals in life, and that we could share all our  feelings and thoughts and felt that the world's not so bad when  you have someone really close to share your life with.",joy,joy
171017,"I had called a boy who had dated me, and told him that I was ill,  while, actually, I didn't want to go out with him, later on, he asked  me if I was feeling better, then I felt ashamed.",shame,shame
171017,When I hurt my parents in one way or another.,guilt,sadness
171018,When I passed the driving test after three failures.,joy,joy
171018,When I nearly caused a traffic accident with my car.,fear,fear
171018,"When playing a football match, there was one player who made mean  tackels, kicked at everything and did things having nothing to do  with football.",anger,anger
171018,A close friend decided to stop with his study and to go back  home.,sadness,sadness
171018,We had a birthday party with 5 friends. One of us frequently used  hard drugs. On the party I discovered that the other 3 friends  also used them. While we agreed we would help the big user to  stop using it.,disgust,disgust
171018,"During a family reunion, they started talking about me wearing an  ear-ring.",shame,sadness
171018,"It was my mother's birthday. My father and I used to buy a  present together. However, now I had bought something together  with my girlfriend and I forgot to ask my father.",guilt,sadness
171019,For instance when a girl is interested in me and likes me.,joy,joy
171019,"Walking at friday night through Nijmegen, going to a pub or a  disco.",fear,joy
121034,I felt dusgust with a self-iterested person who ruined the life  of another by means of utterly unfair methods.,disgust,disgust
121034,I didn't do an important job and it had an adverse effect on  other people.,shame,sadness
121034,I stroke a person undeservedly.,guilt,guilt
121035,I sensed this feeling when I passed successfully the second tour  of a competition.,joy,joy
121035,I felt fear when my mother was heavily ill.,fear,fear
121035,I felt anger against a colleague of mine during a rehearsal in  acting. He hadn't learnt the text of an opera act in the course of  several months and thus making difficulties for the rest of my  colleagues.,anger,anger
121035,I felt sadness when I had to get separated from the woman I loved  who had to leave for her motherland.,sadness,sadness
121036,I feel shame mixed with anger with the behavior of some  incultivated people because my fiancT is a foreigner.,shame,shame
121036,I felt guilt because on account of my ambitions I nearly turned  my sister out of my parents home.,guilt,guilt
121037,That was what I felt when I was finally accepted in the Bulgarian  Conservatorie after I had applied a couple of years.,joy,joy
121037,I experienced this feeling when the doctors found a nodule in one  of my mother's breasts. It turned out to be an occlusion  resulting from continious sucking but for a few days I was not in my  reason.,fear,sadness
121037,I had an accident with a trafic police car that was packed at a  curve without any visibility and against all traffic regulations  in a strong snowstorm. As a result I still cannot repair my car  because of the missing spare parts.,anger,sadness
121037,"A sudden doubt made me run for a long time in a rainy autumn  night. When I reached the intended place I saw my beloved in  another man's arms. A sudden blow, grief, I cannot qualify it, it  is painful for me to remember about it.",sadness,sadness
121037,"I felt disgust with a man I had trusted and respected, to whose  problems I had always shown deep understanding.",disgust,disgust
121037,I was given the task to learn a page of music text for a small  part. But I had forgotten all about it and I felt quite awkward  when I had to show what I had prepared.,shame,sadness
121037,Some time ago I slapped my son without trying to understand who  the real culprit of a damage was. After that I felt guilty and  bad but it was too late.,guilt,guilt
121038,My boyfriend made me a proposal.,joy,joy
121038,I was to be given an audition to get a role. I had a competitress  and I wasn't well prepared because I was ill.,fear,sadness
121038,"A whole crowd of us went to a folklore festival. The instructor  of the cast where my boyfriend played was traveling with us. We  decided to catch the train that leaved early in the morning  because we had business on the following day. The instructor  tried to get the upper hand and made us catch the train in spite  of everything, all the time he made me angry.",anger,anger
121038,When I quarrelled with my boyfriend.,sadness,sadness
121038,I am disgusted with the fact that bad singers play at the opera  (and not only there) only because they are protegTs or lovers of  an important felow while at the same time some young and able  singers work in a quite different field of life.,disgust,disgust
121038,I feel shy to show all my worth when I work for the first time  with a conductor or a producer unfamiliar to me.,shame,shyness
121038,I offended my mother.,guilt,sadness
121039,When I heard what mark I had got at the entrance examination and  I realized my admittance to the University was almost certain.,joy,joy
121039,Once I was alone at home. I suddenly felt unwell and there was no  one to help me and call First Aid.,fear,sadness
121044,When I was admitted to a Language school. On the day when I was  informed by a message and my parents congratulated me.,joy,joy
121044,When diving deep into the sea to reach the floor I felt  breathless. I was cautious but I doubted I should be able to come  to the surface and inhale.,fear,fear
121044,When my friend (girl) promised to help me go to the hospital and be  examined by good experts and she deceived me.,anger,sadness
121044,When I had stayed abroad for a long time and I had remembered  about my friends and relatives. I felt sad and I wanted to see  them as soon as possible.,sadness,sadness
121044,I felt it when I saw our headmaster blushed ingratiating himself  with high ranking officials.,disgust,disgust
121044,When I shouted and quarrelled and for no reason I had been rude to my  mother and when my behaviour had been influenced by other outward  factors.,guilt,sadness
121045,"When you are satisfied with something, when you achieve something  you have striven to.",joy,joy
121045,"One fears many things, for example one fears going to the  dentist. but as far as I am concerned this feeling is connected  with the examination session.",fear,fear
121045,When you are unjustly assessed at something you are sure to have  been right.,anger,sadness
121045,"For the loss of a close friend or relative, but you feel grief  when you are away from home, too.",sadness,sadness
122010,They wanted something to happen but I didn't.,anger,sadness
122010,I couldn't be with a girl on whom I was very keen.,sadness,sadness
122010,"I and my friends got acquainted with a guy from Sofia who turned  out to be gay, but we found that out only after 2 or 3 days.",disgust,sadness
122010,My first girlfriend. I had the feeling that she was going out  with me only because of my defect.,shame,sadness
122010,Years ago I ran away from home which disappointed my parents.,guilt,sadness
122011,Having passed an exam.,joy,joy
122011,Having a car accident.,fear,fear
122011,I shared a secret with a friend and it later turned out that he  had revealed it to another person with whom I didn't get along very well.,anger,sadness
122011,The loss of a very good friend.,sadness,sadness
122011,Negative statement concerning me of a friend before strangers.,disgust,disgust
122011,"Adultery with the girlfriend of a friend of mine, of which he  learned.",shame,anger
122011,Adultery with a friend's girlfriend.,guilt,anger
122012,I'm glad when I have good relations with my colleagues and most  of all when we are at a party.,joy,joy
122012,I experienced it once when we were on a drive. Our car passed by  the one comming from the opposite direction at an incredibly  small distance.,fear,fear
122012,"I get angry with people who attain certain status without  deserving it, only with the support, authority and influence of  other people.",anger,anger
122012,I feel sad when I see things done against men and nothing could  stop it - at least I think so.,sadness,sadness
122012,I have experienced disgust with some people - usually double  dealers.,disgust,disgust
122012,I am ashamed when I am not prepared in a subject and I have to  answer in the presence of the patients.,shame,shame
122012,I feel guilty when I should have done something at any rate but I  haven't done it.,guilt,guilt
122013,I experienced it when I was accepted at the Medical Higher  Institute.,joy,joy
122013,I felt it when I sat for my exam in anatomy.,fear,sadness
122013,I experience that feeling when I am unsulted without deserving  it or when someone deceives me.,anger,anger
122013,When my grandfather died.,sadness,sadness
122013,"I feel disgusted with toadies, hypocrites, chameleons.",disgust,disgust
122013,When I do something unworthy.,shame,sadness
122013,When I offended my parents without wanting it.,guilt,sadness
122014,After each successfully passed exam I am happy.,joy,joy
122014,A friend of mine gave birth to a child. Very dangerous delivery.  I was afraid for her and for the baby.,fear,fear
122015,"I stayed for several weeks with a friend of mine before she moved  to live with her husband. One evening he came drunk and made an  awful scene, which I still remember.",disgust,sadness
122015,"In the past I experienced this feeling almost all the time -  wherever I went, in different sutuations. I was small and I had  to be taken to kindergarten, but me the fool didn't dare to tell  exactly where, finally as a result I was late.",shame,sadness
122015,"My roommate got married and invited me to share a flat with them.  But with a young couple there should not be a third person. I am  to blame for not following the advise of the others, but it is  not late still.",guilt,sadness
122016,"I experienced this feeling when I was accepted as a student.  Because everything turned out different from my expectations.  Although I passed the exam successfully I was accepted as a  student only when I didn't expect it at all, namely at the  beginning of September.",joy,sadness
122016,In the real sense of the word I experienced fear in my first  months in the army. During my first night of duty. The cause for  all this was a bear. I became panic sticken (may be for the first  time) and even forgot that I had a gun.,fear,fear
122016,When I was a soldier I quarrelled with my commander and may be in  revenge for this he detailed me on duty two successive nights.  Naturally he checked me up on the second night and found me  asleep for which he sent me to the cells.,anger,sadness
122016,Sometimes I experience sadness for the Sports High School and for  my unrealized dreams in the sport. Anyway there I spent six years  of my life.,sadness,sadness
161020,"Sort of awkward. I'd introduced (a lover) but introduced as a  friend to some members of my family, and my niece Yavanna who's  six was home from school and at Mum's and Dad's and was really  silly and at first it was ok, but it went on and on - yukky pooh!  You eat your snot, etc. and I felt cross she wouldn't stop. But  she had an audience and was in one of those moods. Once I'd  accepted it was something everyone does at time I felt better -  it was partly having my friend there.",disgust,sadness
161020,"In my 20s - and was going out to dinner to celebrate a friend's  birthday. Her (older - in 30s) cousin, really wanted me to get  drunk cos I'd visited their (cousin & wife) place quite a bit,  but had always been very careful - brought up to believe in  moderation in drink (but not guilt repression etc). I mixed  drinking with smoking (which I rarely did) and got drunk and had  to leave the table to get sick in the loo, and later went home  and was sick again; have never felt so awful in my life. And I  didn't want to face or tell my other flatmates, or family.",shame,sadness
161020,I used to pinch change from my father's mantlepiece (never my  mother - she didn't get enough housekeeping) and then I'd feel  when we went to church as a family I'd felt awkward cos I felt  I'm expected to go to communion and I would but I was afraid and  guilty 'cos I committed a mortal sin.,guilt,guilt
161021,Spontaneous picnic with sister and friend and children - great.,joy,joy
161021,Can think of no time that I have felt fear.,fear,fear
161021,"Teenage neighbours smashed my letterbox for the fifth time in a  couple of months. It was a deliberate action of kids who had  stayed in my home, had meals there yet took a dislike to my  daughter. ",anger,anger
161021,Guy I cared for went back to Canada to live.,sadness,sadness
161021,Bus driver driving roughly - old man fell off seat into aisle -  driver wouldn't stop - disgusted with her behaviour.,disgust,disgust
161023,A boy I look after for the probation service deliberately  offended to provoke a reaction from the police.,sadness,anger
161023,A young visitor to the house stole money from an elderly  visitor's purse. It wasn't noticed for some hours.,shame,disgust
161023,I had to leave an important function early because of family  commitments. Someone else had to complete my job.,guilt,sadness
161024,I was seriously injured in a road accident. The very first steps  I took with only one crutch to support me I felt so good. I enjoy  being alive.,joy,joy
161024,"I was attacked, standing in a doorway, by a pack of 5 dogs,  alsatians and farm dogs with my escape route blocked by a shut  fence.",fear,fear
161024,"In the house where I live there is a new flatmate. His friends  unfortunately are the dirt of society, intelligent, fashonable,  rich and bored. At a party recently they were doing things I  didn't like done in my house. I felt angry at them.",anger,anger
161024,I was driving near my girlfriend's house and I decided to keep  going because it was late and I would be back in the next few  days anyway. The next day she was killed in a road accident.,sadness,sadness
161024,My girlfriend came home after a business dinner at the most  expensive place in town drunk as a skunk. Whats more she drove  home and couldn't remember doing so. I was disgusted by her state  and her actions.,disgust,disgust
161024,A good friend of mine told me in comfidence that once he had  tried to commit suicide. To meet him you wouldn't think so. I  told another friend of mine about this when she was feeling  depressed about her twin brother's suicide. I broke a bond of  confidentiality.,shame,sadness
161024,"When I was young I stole something from a shop and got caught,  then I was taken to the police station and my parents had to come  and get me.",guilt,sadness
161025,"When I found out that a set task (i.e. 2 essays and a test), the  thought of which had oppressed me, were not on the date I had  thought.",joy,sadness
161025,When confronted and in my opinion hassled by the police.,fear,sadness
121045,"Disgust - no. Maybe it is more precise to say revultion at a worm  or a snake. But I mean it in a social aspect when somebody had  behaved like a scoundrel to you, when by his actions he has made  you change your attitude towards him but I thing this feeling the  way I meant it, is not typical for the people interrelations.",disgust,disgust
121045,When you betray the trust you have been given. This is connected  with copying at a class-work at school.,shame,sadness
121045,"When I have forgotten to warn somebody for something, or when I  have forgotten to bring something I have been asked for.",guilt,sadness
121046,"When, for example, I was in my eleventh school year and I learned  I had been classed for the Bulgarian Language and Literature  National Olympiad.",joy,joy
121046,"When, for example, my grandfather fell seriously ill. It was  necessary for him to be operated and I felt great fear of losing  him because he is so dear to me.",fear,fear
121046,"When, for example, I was not approved to continue my studies at  the Moscow University, no matter that I had the highest marks and  in general the best records of all the candidates.",anger,sadness
121046,"When, for example, I left for the first time my parents and I  went to live in Sofia.",sadness,sadness
121046,"When, for example, someone is calumnating.",disgust,sadness
121046,"When, for example, I fail in my undertakings.",shame,sadness
121046,"For example, when I have promised something but I haven't  fulfilled it.",guilt,sadness
121047,Some time ago a close relative of mine got off cheap with the  worst.,joy,sadness
121047,The last time I felt it was when I was coming home late at night.,fear,sadness
121047,I haven't often felt this feeling. Once someone stole my garment.,anger,sadness
121047,Recently I happened to remain alone for a long time.,sadness,sadness
121047,I don't remember about a situation when I have experienced this  feeling. Maybe it was when I saw a drunkard in the street.,disgust,sadness
121047,I lied to my best friend and I wouldn't reform what I had done.,shame,guilt
121047,It happens to me quite often. I can't describe a particular case.,guilt,sadness
121048,"Realizing one's desire, an experienced feeling of satisfaction  from the realization of one's desires and aims.",joy,joy
121048,"Fear of the loss of a close friend, of feeling the ground slipping  from under my feet.",fear,fear
121048,Feeling unable to preserve one's ideas and ambitions as innocent  as they are when you are young.,sadness,sadness
121048,Attitude to a related family.,disgust,attitude
121048,"Exaggerating certain circumstances, wrong attitude and evaluation  of these circumstances.",shame,disgust
121048,Low evaluation of other people's cares.,guilt,sadness
121049,I won a sport contest.,joy,joy
121049,If a close relative's life is in danger.,fear,fear
121049,A close person lied to me.,anger,sadness
121049,Getting separated from my girlfriend.,sadness,sadness
121049,Encouter with a prostitute.,disgust,disgust
121049,A theft committed by me.,shame,guilt
121049,Lack of respect for my parents.,guilt,anger
121050,When my son was born.,joy,joy
121050,Before an examination.,fear,joy
121050,Unjust punishment of a friend of mine.,anger,anger
121050,After the loss of a close relative.,sadness,sadness
121050,When somebody behaves like a scoundrel. Recently a colleague of  mine used the name of another one for his own benefit.,disgust,sadness
121050,I travelled on a bus and I forgot to punch the ticket. A ticket  collector came in and I had to pay the fine. I did it with a feeling  of shame.,shame,shame
121050,I forgot to convey an important announcement.,guilt,sadness
121052,Meeting a loved man.,joy,joy
121052,"I felt a physical fear, if I can call it this way, today, in the bus where  I was sitting on the first seat. While turning the driver didn't  see the tram which was making a dash towards us (coming from the  side I was), and whose driver intended to cross in yellow  light.",fear,fear
121052,"At an unjust, or to be more precise, at a bureaucratic treatment  of one's personality.",anger,sadness
121052,When one is alone and knows that all the others are celebrating.,sadness,sadness
121052,"At the sight of an insect, such as the black-beetle.",disgust,fear
121052,When not fulfilling any of my obligations to a person whom I  respect.,shame,sadness
121052,When something unpleasant happens to a friend or relative of  yours and you are at the bottom of it.,guilt,sadness
121053,"I sensed such a feeling when I understood I was admitted to the  University. I was at home, the atmosphere was still, though I  myself was full of suspense. I tried to do different things. When  the telephone rang and...! Yes, of course there were other  situations when I felt a similar feeling but I was unmindful of  them.",joy,joy
121053,This feeling I sensed quite recently. It was arisen by the  terrific thought that I might lose the man I loved !,fear,sadness
121053,"Anger I felt when my boyfriend told me he didn't mind breaking it  off with me, i.e. each of us to take his own road. Because until  that moment, he deliberately restricted our dates. The motives  were brought to my knowledge later.",anger,anger
121053,"Sometimes, when I'm alone I am seized by this feeling. But it  always helps me to come round and at the same time to judge if it  is worth. Very often this feeling is caused to me by people -  friends who I love and respect.",sadness,sadness
121053,Such a feeling springs up in me sometimes when I have meals at a  catering establishment. It is a result either of the look of the  food or when watching the way some people eat.,disgust,sadness
121053,This happens to me when I am not prepared in a given subject.,shame,sadness
121053,"Quite unconsciously I offended a girlfriend of mine. It was  really worthy to pass this fact over in silence, but I acted so,  because I believed I was right. In fact it often happens to me to  feel guilt, after I have already done the deed.",guilt,guilt
121054,When I was admitted to the University.,joy,joy
121054,"I had to have my tonsils out. I had been making up my mind almost  for a year - I was afraid. But during the two hours in the  hospital room, while I was waiting to be called for the operation I  felt a real fear - of the pain, of what they were going to do to  me, of the unknown.",fear,fear
121054,In a conversation my boyfriend expressed definite and quite  pretentious opinions and he took up an attitude towards a theory  which he himself had never known. His information was from  fortuitous sources.,anger,disgust
121054,"Summer, heavy rain, storm - I was standing with my face stick to  the window: the childhood, something was going away forever this  summer, I was leaving my home, I was going to study in another  town, for the first time I was leaving my parents, friends, I had  to manage myself, a long and loved period of my life was over - I  was crying.",sadness,sadness
121054,I saw in the street a man spitting.,disgust,disgust
121054,"I talked with a man who stammered and without controlling myself,  I started to talk imitating him.",shame,joy
121054,"Always, and this happens often when I do not keep my word.",guilt,anger
121055,When I understood that I was admitted to the University.,joy,joy
121055,I felt this feeling when one day my landlord's cat had crept  under my bed and I couldn't cope with it during an hour and a  half.,fear,fear
121055,I feel this feeling when I am to fill in a questionnaire or a  form.,anger,sadness
121055,When the man I loved decided to leave me forever.,sadness,sadness
121055,"I have felt this feeling when a person whom I believe and respect,  lied to me.",disgust,sadness
121055,"I feel shame when sometimes, (unconsciously) I behave unethically  and without understanding the problems of the man I love.",shame,shame
121055,When I offend somebody unfairly.,guilt,sadness
121056,A quarrel was followed by the decision of leaving a person close  to me. Several days later my regret was great. I was beside  myself. Quite unexpectedly he came and the conflict was calmly  solved. I was glad at the possibility to be with him.,joy,joy
121056,"One evening I was watching the news on TV. Again they were  talking about the danger of war. Suddenly I imagined what it  might mean for me, for my friends, for the people close to me. I  felt it a very near and possible event.",fear,fear
121056,"Unfair and unjust attitude toward a person close to me, what I  was the witness of, caused anger in me.",anger,anger
121056,"The thought that I'll never sit at the school desk again, caused  a deep grief at the end of my eleventh form.",sadness,sadness
121056,I felt disgust with a person whose behaviour was out of the  elementary human norms.,disgust,disgust
121056,I had not punched a ticket in the bus because I had a card. But  when the ticket-collector came it turned out that I had forgotten  it. The shame I felt was great though it was not done on purpose.,shame,shame
121056,At a moment of affect I offended a person very close to me. He  had given me ground for that but it was a trifling in comparison  with the way I insulted him. A moment later I felt a sense of  guilt.,guilt,guilt
121057,When I understood I was admitted to the Sofia University.,joy,joy
121057,"The doctors from Belogradchik town determined a wrong diagnosis  to my son. A month later, after some complex examinations at ISUL  (A medical institute in Sofia), the diagnosis was categorically rejected.",anger,sadness
121057,"My son lives with my parents in the country and I feel this  feeling always when leaving for Sofia, but the last time it was  quite strong.",sadness,sadness
121057,A colleague of mine asked a lecturer to put him a higher mark in  order to keep his good mards and thus to continue getting a  scholarship for an excellent grade.,disgust,sadness
121057,I felt this feeling during the exam in higher mathematics.,shame,sadness
121057,My son drank four pills of diazepam every two hours instead of  amidophen.,guilt,fear
121072,Before an exam in logics.,fear,joy
121072,My husband and I were invited at the house of our nieghbours then  we got an invitation on the part of my parents which we had to  refuse. A a result they called me by words that provoked my  anger.,anger,anger
121072,My son lives in the country. I feel sadness when I see mothers  having walks with their children.,sadness,sadness
121072,"The behaviour of a colleague of mine, which doesn't correspond to  my norms of behaviour.",disgust,disgust
121072,I was to take part in a cocktail party on the occasion of our  national holiday as a servant.,shame,sadness
121072,I ignored and offended my parents on the eve of the New Year.,guilt,sadness
121073,"The sense of joy comes to me always after a period of depression,  as an organic feeling for an upsurge. I don't exclude the  situative feeling but in this case the reason is not in me, it's  out of me.",joy,joy
121073,I bet that I would jump down from a window. I was sure that I  would jump but before I did it I rather felt fear.,fear,fear
121073,A lie on the part of a person close to me.,disgust,sadness
